1	2	133	91
1	11	280	97
2	1	99	95
2	3	135	82
2	12	147	92
3	2	349	85
3	4	412	95
3	13	286	97
4	3	172	93
4	5	139	83
4	14	189	85
5	4	138	99
5	6	107	87
5	15	124	80
6	5	479	85
6	7	308	98
6	16	251	88
7	6	439	93
7	8	421	84
7	17	220	85
8	7	346	81
8	9	154	96
8	18	280	96
9	8	278	88
9	10	191	87
9	19	382	98
10	9	206	84
10	20	415	97
11	1	265	100
11	12	279	83
11	21	213	99
12	2	410	94
12	11	149	88
12	13	394	86
12	22	300	96
13	3	297	83
13	12	373	98
13	14	447	85
13	23	229	93
14	4	264	86
14	13	297	93
14	15	378	94
14	24	261	82
15	5	379	96
15	14	435	91
15	16	147	88
15	25	374	92
16	6	316	98
16	15	246	83
16	17	329	82
16	26	469	88
17	7	253	94
17	16	179	96
17	18	191	94
17	27	278	80
18	8	278	94
18	17	224	86
18	19	486	100
18	28	288	100
19	9	293	94
19	18	139	82
19	20	448	89
19	29	393	98
20	10	166	88
20	19	402	100
20	30	241	89
21	11	381	81
21	22	93	92
21	31	267	98
22	12	324	92
22	21	181	92
22	23	128	92
22	32	371	96
23	13	200	94
23	22	371	99
23	24	466	97
23	33	275	97
24	14	400	92
24	23	458	89
24	25	206	95
24	34	368	82
25	15	186	84
25	24	259	89
25	26	190	99
25	35	142	96
26	16	409	81
26	25	276	94
26	27	459	94
26	36	252	95
27	17	402	80
27	26	387	81
27	28	299	95
27	37	367	94
28	18	371	95
28	27	368	81
28	29	235	88
28	38	233	81
29	19	134	94
29	28	351	80
29	30	335	98
29	39	363	94
30	20	480	80
30	29	334	86
30	40	191	95
31	21	146	82
31	32	412	98
31	41	463	85
32	22	137	81
32	31	218	95
32	33	129	86
32	42	380	91
33	23	261	93
33	32	479	87
33	34	216	96
33	43	170	99
34	24	389	99
34	33	189	89
34	35	99	98
34	44	408	93
35	25	378	87
35	34	347	91
35	36	234	83
35	45	217	85
36	26	315	96
36	35	358	97
36	37	289	96
36	46	457	82
37	27	345	82
37	36	423	84
37	38	173	94
37	47	157	86
38	28	127	100
38	37	432	93
38	39	200	93
38	48	488	96
39	29	453	87
39	38	411	94
39	40	412	87
39	49	418	83
40	30	215	83
40	39	95	96
40	50	166	96
41	31	325	89
41	42	455	83
41	51	275	91
42	32	411	92
42	41	118	92
42	43	295	85
42	52	308	94
43	33	141	94
43	42	145	95
43	44	480	84
43	53	413	83
44	34	273	84
44	43	227	94
44	45	108	89
44	54	364	85
45	35	426	92
45	44	315	85
45	46	312	98
45	55	386	92
46	36	246	99
46	45	483	97
46	47	457	89
46	56	284	84
47	37	356	80
47	46	183	80
47	48	203	97
47	57	191	98
48	38	184	86
48	47	455	94
48	49	211	85
48	58	175	91
49	39	132	84
49	48	218	88
49	50	446	84
49	59	94	81
50	40	154	82
50	49	354	83
50	60	443	86
51	41	128	91
51	52	202	100
51	61	293	83
52	42	96	95
52	51	198	85
52	53	196	80
52	62	405	91
53	43	132	84
53	52	269	86
53	54	196	94
53	63	133	85
54	44	440	85
54	53	177	82
54	55	426	84
54	64	353	97
55	45	203	94
55	54	163	95
55	56	210	81
55	65	296	85
56	46	415	85
56	55	350	100
56	57	299	91
56	66	330	82
57	47	325	80
57	56	363	85
57	58	433	96
57	67	118	83
58	48	383	84
58	57	106	88
58	59	212	88
58	68	271	91
59	49	454	94
59	58	113	86
59	60	336	92
59	69	199	92
60	50	246	93
60	59	481	83
60	70	268	99
61	51	276	86
61	62	332	84
61	71	400	88
62	52	202	86
62	61	241	88
62	63	319	85
62	72	488	94
63	53	176	98
63	62	324	88
63	64	130	94
63	73	354	81
64	54	209	93
64	63	241	98
64	65	153	100
64	74	389	93
65	55	316	87
65	64	138	91
65	66	242	95
65	75	202	100
66	56	264	91
66	65	226	84
66	67	100	97
66	76	322	85
67	57	342	89
67	66	397	93
67	68	234	95
67	77	366	84
68	58	185	82
68	67	145	97
68	69	435	89
68	78	284	88
69	59	142	91
69	68	103	100
69	70	136	86
69	79	317	98
70	60	231	96
70	69	307	88
70	80	429	92
71	61	248	98
71	72	346	94
71	81	95	89
72	62	488	93
72	71	378	82
72	73	390	85
72	82	369	82
73	63	168	98
73	72	445	85
73	74	382	97
73	83	309	96
74	64	338	85
74	73	472	84
74	75	409	85
74	84	476	84
75	65	319	87
75	74	191	81
75	76	486	99
75	85	396	93
76	66	381	86
76	75	226	94
76	77	178	82
76	86	152	85
77	67	259	88
77	76	463	81
77	78	459	81
77	87	486	82
78	68	463	96
78	77	420	98
78	79	459	82
78	88	135	91
79	69	136	92
79	78	222	96
79	80	373	94
79	89	99	86
80	70	219	93
80	79	194	85
80	90	375	88
81	71	369	88
81	82	96	88
81	91	95	88
82	72	431	94
82	81	413	98
82	83	472	87
82	92	392	91
83	73	438	84
83	82	143	81
83	84	251	94
83	93	198	94
84	74	376	97
84	83	273	88
84	85	177	81
84	94	271	100
85	75	333	93
85	84	377	83
85	86	199	83
85	95	113	93
86	76	446	96
86	85	362	97
86	87	118	87
86	96	346	99
87	77	252	82
87	86	468	81
87	88	93	84
87	97	216	94
88	78	281	80
88	87	309	87
88	89	149	82
88	98	197	81
89	79	175	88
89	88	469	93
89	90	465	98
89	99	352	91
90	80	185	97
90	89	355	89
90	100	395	92
91	81	418	93
91	92	307	95
92	82	237	88
92	91	393	93
92	93	264	89
93	83	331	86
93	92	368	91
93	94	394	96
94	84	316	96
94	93	253	80
94	95	317	81
95	85	424	98
95	94	165	100
95	96	319	100
96	86	207	97
96	95	193	80
96	97	169	88
97	87	159	82
97	96	185	80
97	98	241	89
98	88	270	93
98	97	283	85
98	99	234	81
99	89	192	99
99	98	423	100
99	100	189	96
100	90	232	80
100	99	286	97
