1	143	94
3	27	21
3	218	52
5	82	36
6	222	80
7	33	18
7	57	90
9	67	98
9	213	51
13	118	38
14	43	34
15	18	14
17	23	27
17	121	92
18	2	47
18	94	19
19	174	96
21	221	23
22	165	95
23	189	67
23	208	83
25	159	20
28	31	91
28	171	59
28	203	78
30	147	12
30	154	44
31	185	67
32	84	74
32	150	48
34	109	78
34	137	57
35	82	19
36	24	87
37	158	75
38	219	28
39	27	59
41	46	19
42	26	29
42	77	96
42	179	45
45	168	99
46	28	79
46	169	73
47	10	96
50	206	32
51	13	70
56	37	74
56	75	46
56	148	32
58	68	26
58	90	23
59	84	72
59	152	81
59	166	47
60	3	79
60	222	30
61	62	13
62	134	75
64	155	31
67	62	69
71	216	50
72	150	45
73	23	49
73	32	40
73	93	81
74	72	84
75	84	16
76	163	42
77	73	73
79	175	68
80	45	21
80	132	26
80	216	69
81	41	92
82	53	17
82	78	58
85	64	48
85	163	24
86	108	84
87	115	40
89	22	52
91	40	53
92	29	72
92	120	71
92	202	32
93	200	85
97	65	56
99	50	37
100	16	38
103	173	85
105	5	76
106	223	90
108	117	95
108	130	61
109	182	67
110	3	24
111	154	69
113	152	79
114	129	88
114	166	52
115	105	53
116	73	19
116	122	95
117	23	31
117	59	76
118	65	98
119	3	14
119	17	21
125	32	38
125	89	46
125	127	37
126	57	45
127	82	18
127	85	77
128	22	66
129	70	21
129	108	62
131	203	44
132	72	56
133	152	78
135	136	32
137	4	55
140	208	37
142	48	61
142	61	98
142	166	83
143	141	49
143	221	81
146	34	33
147	191	62
148	127	97
150	94	20
150	174	48
152	16	84
152	127	75
154	186	57
155	1	87
155	145	92
155	181	95
156	17	42
156	48	19
157	111	32
158	123	29
158	180	64
158	200	73
161	7	15
161	157	94
161	211	23
164	93	33
165	71	68
165	216	79
166	207	59
167	158	50
168	105	83
170	158	75
171	66	29
171	94	78
173	55	85
175	68	88
175	126	96
176	223	51
179	110	56
182	57	35
184	104	59
184	138	90
184	164	87
187	30	22
187	39	93
188	92	78
189	31	33
190	218	79
191	3	31
191	7	42
192	47	68
192	205	47
193	17	21
193	187	70
194	142	58
195	12	96
195	20	88
198	40	42
200	71	77
200	119	81
203	156	26
205	65	81
207	29	11
207	108	54
211	164	62
214	111	27
216	46	38
218	101	55
219	10	77
219	125	23
219	128	21
219	171	22
219	224	76
220	138	19
221	194	13
225	199	81
