1	47	4943	122
1	1215	6796	130
1	2078	6285	1378
1	2178	5150	481
1	2256	5841	545
2	1220	6191	145
2	1844	5684	377
2	1974	7140	1009
2	2011	6615	445
2	2113	6148	692
2	2319	5189	265
3	2326	4890	873
3	2348	4988	113
3	2418	6950	50
4	180	6693	229
4	2271	5924	937
4	2497	5210	1732
5	644	6798	257
5	1654	6666	676
5	1875	6132	256
5	2280	4889	170
6	211	6020	49
6	1505	6506	610
6	2062	5200	1010
6	2146	6498	3146
7	1349	5140	365
7	1488	6885	689
7	1819	6574	442
7	2236	5482	4810
7	2499	5434	520
8	1034	6990	26
8	1926	5171	1000
8	2161	6480	36
8	2437	5005	3925
9	938	6809	65
9	961	5667	257
9	2243	5191	1369
9	2371	6196	130
10	1432	6964	680
10	1665	4992	208
10	2007	6613	720
10	2124	5762	685
10	2302	6634	442
10	2459	5841	1640
11	882	5181	25
11	2242	5239	3277
11	2284	6086	29
12	15	6849	74
12	1012	7118	320
12	1613	5720	370
13	1197	7130	136
13	2038	5032	145
13	2086	6134	3853
14	834	5277	25
14	1453	6047	149
15	12	6849	74
15	1110	6538	425
15	1613	7199	212
16	453	6436	89
16	1586	5882	244
16	1961	6915	1040
17	340	7106	202
17	1703	6357	509
17	1876	6661	533
17	2086	6543	965
17	2112	4959	3332
17	2392	5913	1305
18	796	5229	233
18	2121	5628	6093
18	2315	6500	1233
19	825	5514	136
20	1511	6453	100
20	2005	6013	2920
20	2248	6614	2320
21	1708	7102	178
21	2023	5506	305
21	2321	5001	244
21	2389	5125	13
22	1388	6921	117
22	2268	5354	25922
22	2462	6041	965
23	1621	6610	452
23	2339	5713	3434
23	2388	5186	565
23	2471	5084	205
24	1029	6566	45
24	1249	6546	185
24	1694	7088	26
24	2043	6242	1384
25	699	5838	250
25	1859	5310	612
25	2133	5516	73
25	2458	6376	1810
26	1087	5249	45
26	1684	6502	37
26	2066	6863	793
26	2154	7031	1201
27	1390	5548	697
28	1480	6919	340
28	1499	5265	401
28	2280	5354	1000
28	2309	5405	485
29	1509	6301	410
29	2210	5165	250
29	2335	5603	145
30	1064	5769	260
30	1236	6727	193
30	1782	7157	82
30	2163	5297	477
31	974	6136	245
31	1587	7008	578
31	2358	6843	74
31	2410	4805	2210
32	1111	5820	333
32	1660	6689	346
32	2406	4815	4373
32	2432	6419	338
33	1095	5383	233
33	1454	6694	306
33	1927	5504	485
34	927	6124	242
34	2024	6928	1237
34	2313	6831	468
34	2491	5403	464
35	542	6495	106
35	1654	5989	162
35	2280	6389	1108
36	365	6004	26
36	1795	5954	361
36	1854	4943	34
36	2188	5649	2677
36	2377	6365	1745
37	410	7189	673
37	2032	7065	1717
37	2100	4933	797
37	2500	5835	1352
38	2054	7185	34
39	90	6754	314
39	2315	6217	884
40	755	5465	265
40	1980	6881	545
40	2370	7056	90
41	2031	6732	106
41	2096	5019	365
41	2368	5272	98
41	2463	5605	13
42	84	6386	104
42	2243	5728	445
43	890	6397	169
43	1788	6508	890
43	2012	6412	1060
43	2164	6095	1090
43	2193	6419	346
43	2332	6508	1517
44	579	6692	45
44	1515	5682	85
44	1562	6038	40
45	1224	5731	13
45	1765	5566	149
45	2355	6614	1745
46	1285	5853	8
46	2025	5763	145
46	2374	7153	404
47	1	4943	122
47	1215	6099	4
47	2178	5904	305
47	2256	6966	281
