1	114	3005	362
114	1	3005	362
1	595	2226	1249
595	1	2226	1249
1	651	2171	3253
651	1	2171	3253
1	709	2442	181
709	1	2442	181
2	162	1843	40
162	2	1843	40
2	519	2924	32
519	2	2924	32
2	585	2433	612
585	2	2433	612
2	681	3120	4709
681	2	3120	4709
3	169	1642	410
169	3	1642	410
3	345	2101	97
345	3	2101	97
3	484	1634	544
484	3	1634	544
3	529	2484	617
529	3	2484	617
3	701	3000	3778
701	3	3000	3778
4	440	1601	421
440	4	1601	421
4	579	2870	2353
579	4	2870	2353
4	771	2481	4552
771	4	2481	4552
5	148	2261	244
148	5	2261	244
5	480	3097	712
480	5	3097	712
5	570	2818	740
570	5	2818	740
6	201	1764	5
201	6	1764	5
6	618	1775	173
618	6	1775	173
6	700	2817	45
700	6	2817	45
7	270	3183	514
270	7	3183	514
7	505	2074	578
505	7	2074	578
7	526	2678	40
526	7	2678	40
8	371	2976	922
371	8	2976	922
8	437	1635	1530
437	8	1635	1530
8	541	2424	2405
541	8	2424	2405
8	584	1922	2173
584	8	1922	2173
8	594	2690	1241
594	8	2690	1241
8	705	2783	1348
705	8	2783	1348
8	784	2624	1377
784	8	2624	1377
9	573	1726	661
573	9	1726	661
9	600	2308	137
600	9	2308	137
9	712	2527	353
712	9	2527	353
10	476	1706	292
476	10	1706	292
10	493	1972	1073
493	10	1972	1073
10	556	3116	2512
556	10	3116	2512
10	752	2347	730
752	10	2347	730
11	28	3199	458
28	11	3199	458
11	648	2926	2120
648	11	2926	2120
11	671	2765	2290
671	11	2765	2290
11	676	2083	1321
676	11	2083	1321
12	212	3195	65
212	12	3195	65
12	720	1605	3240
720	12	1605	3240
13	224	1966	185
224	13	1966	185
13	647	2135	1312
647	13	2135	1312
13	711	1962	794
711	13	1962	794
13	782	2759	905
782	13	2759	905
14	408	2013	738
408	14	2013	738
14	419	2062	125
419	14	2062	125
14	544	2263	261
544	14	2263	261
14	555	2215	1098
555	14	2215	1098
15	630	2276	596
630	15	2276	596
15	668	2507	769
668	15	2507	769
15	779	3107	169
779	15	3107	169
16	139	1927	245
139	16	1927	245
16	686	2809	3924
686	16	2809	3924
16	750	2209	144
750	16	2209	144
17	597	1714	853
597	17	1714	853
17	731	1684	410
731	17	1684	410
17	735	2044	26
735	17	2044	26
18	372	1847	313
372	18	1847	313
18	409	2808	72
409	18	2808	72
18	542	2830	650
542	18	2830	650
19	384	2690	122
384	19	2690	122
19	538	1674	85
538	19	1674	85
19	655	1625	1586
655	19	1625	1586
20	98	2545	985
98	20	2545	985
20	225	3022	521
225	20	3022	521
20	372	3077	656
372	20	3077	656
20	409	2157	533
409	20	2157	533
20	446	2829	730
446	20	2829	730
20	598	2672	1754
598	20	2672	1754
21	736	2631	848
736	21	2631	848
21	785	1795	10201
785	21	1795	10201
22	315	3155	288
315	22	3155	288
22	423	1711	1098
423	22	1711	1098
22	551	3178	1073
551	22	3178	1073
22	649	2317	405
649	22	2317	405
22	650	2518	788
650	22	2518	788
23	130	2939	53
130	23	2939	53
23	145	1697	61
145	23	1697	61
23	798	2381	45
798	23	2381	45
24	386	2261	305
386	24	2261	305
24	483	2553	65
483	24	2553	65
24	657	2507	218
657	24	2507	218
25	80	2655	157
80	25	2655	157
25	159	1791	292
159	25	1791	292
25	589	3139	1696
589	25	3139	1696
25	738	2751	1381
738	25	2751	1381
26	77	2750	34
77	26	2750	34
26	92	2571	317
92	26	2571	317
26	590	2127	850
590	26	2127	850
26	679	1919	296
679	26	1919	296
26	760	1894	370
760	26	1894	370
27	330	2911	109
330	27	2911	109
27	593	2479	2069
593	27	2479	2069
27	750	3151	4772
750	27	3151	4772
28	648	1715	3194
648	28	1715	3194
28	676	2122	685
676	28	2122	685
28	780	1940	545
780	28	1940	545
29	228	2081	485
228	29	2081	485
29	519	2253	2978
519	29	2253	2978
29	629	2980	4013
629	29	2980	4013
29	689	2817	6697
689	29	2817	6697
30	463	2955	1306
463	30	2955	1306
30	466	2386	468
466	30	2386	468
30	585	2247	985
585	30	2247	985
30	681	1823	2920
681	30	1823	2920
31	259	1795	346
259	31	1795	346
31	490	2191	337
490	31	2191	337
31	793	3006	4141
793	31	3006	4141
32	111	1955	65
111	32	1955	65
32	725	1938	514
725	32	1938	514
32	780	2409	676
780	32	2409	676
33	525	1747	1280
525	33	1747	1280
34	61	2725	173
61	34	2725	173
34	96	1716	117
96	34	1716	117
34	296	1751	340
296	34	1751	340
34	609	3173	545
609	34	3173	545
34	788	2734	1412
788	34	2734	1412
35	133	2013	173
133	35	2013	173
35	174	1610	173
174	35	1610	173
35	771	2857	1973
771	35	2857	1973
36	403	2903	320
403	36	2903	320
36	519	2267	320
519	36	2267	320
36	585	2905	340
585	36	2905	340
36	629	1910	4181
629	36	1910	4181
36	684	2730	2281
684	36	2730	2281
37	66	2247	325
66	37	2247	325
37	227	3041	522
227	37	3041	522
37	621	1814	698
621	37	1814	698
38	163	1921	122
163	38	1921	122
38	331	2165	208
331	38	2165	208
38	454	1696	1156
454	38	1696	1156
38	608	1957	1588
608	38	1957	1588
38	656	2942	400
656	38	2942	400
38	707	2480	17
707	38	2480	17
39	322	2622	1010
322	39	2622	1010
39	553	2431	925
553	39	2431	925
39	757	2841	3877
757	39	2841	3877
40	559	2330	1160
559	40	2330	1160
40	792	2582	404
792	40	2582	404
41	637	2639	2984
637	41	2639	2984
41	638	1892	482
638	41	1892	482
41	654	2748	125
654	41	2748	125
41	742	2586	1769
742	41	2586	1769
41	747	3060	1744
747	41	3060	1744
41	776	3015	500
776	41	3015	500
42	554	2415	562
554	42	2415	562
42	610	2180	1009
610	42	2180	1009
42	746	2328	125
746	42	2328	125
43	534	2313	1669
534	43	2313	1669
43	628	1696	2708
628	43	1696	2708
43	725	2322	685
725	43	2322	685
44	196	1763	32
196	44	1763	32
44	372	2283	85
372	44	2283	85
44	687	2713	25
687	44	2713	25
45	48	1612	109
48	45	1612	109
45	637	3118	520
637	45	3118	520
45	654	1649	1781
654	45	1649	1781
45	742	1999	281
742	45	1999	281
46	91	1817	260
91	46	1817	260
46	576	2082	625
576	46	2082	625
46	678	2964	360
678	46	2964	360
47	124	1887	113
124	47	1887	113
47	265	2644	505
265	47	2644	505
47	576	1691	3413
576	47	1691	3413
47	678	3142	2740
678	47	3142	2740
47	755	1983	265
