1	16	3.75
1	47	3.75
2	17	3.75
2	48	3.75
3	18	3.75
3	49	3.75
4	19	3.75
4	50	3.75
5	20	3.75
5	51	3.75
6	21	3.75
6	52	3.75
7	22	3.75
7	53	3.75
8	23	3.75
8	54	3.75
9	24	3.75
9	55	3.75
10	25	3.75
10	56	3.75
11	26	3.75
11	57	3.75
12	27	3.75
12	58	3.75
13	28	3.75
13	59	3.75
14	29	3.75
14	60	3.75
15	30	3.75
15	61	3.75
16	31	3.75
16	1	3.75
17	32	3.75
17	2	3.75
18	33	3.75
18	3	3.75
19	34	3.75
19	4	3.75
20	35	3.75
20	5	3.75
21	36	3.75
21	6	3.75
22	37	3.75
22	7	3.75
23	38	3.75
23	8	3.75
24	39	3.75
24	9	3.75
25	40	3.75
25	10	3.75
26	41	3.75
26	11	3.75
27	42	3.75
27	12	3.75
28	43	3.75
28	13	3.75
29	44	3.75
29	14	3.75
30	45	3.75
30	15	3.75
31	46	3.75
31	16	3.75
32	47	3.75
32	17	3.75
33	48	3.75
33	18	3.75
34	49	3.75
34	19	3.75
35	50	3.75
35	20	3.75
36	51	3.75
36	21	3.75
37	52	3.75
37	22	3.75
38	53	3.75
38	23	3.75
39	54	3.75
39	24	3.75
40	55	3.75
40	25	3.75
41	56	3.75
41	26	3.75
42	57	3.75
42	27	3.75
43	58	3.75
43	28	3.75
44	59	3.75
44	29	3.75
45	60	3.75
45	30	3.75
46	61	3.75
46	31	3.75
47	1	3.75
47	32	3.75
48	2	3.75
48	33	3.75
49	3	3.75
49	34	3.75
50	4	3.75
50	35	3.75
51	5	3.75
51	36	3.75
52	6	3.75
52	37	3.75
53	7	3.75
53	38	3.75
54	8	3.75
54	39	3.75
55	9	3.75
55	40	3.75
56	10	3.75
56	41	3.75
57	11	3.75
57	42	3.75
58	12	3.75
58	43	3.75
59	13	3.75
59	44	3.75
60	14	3.75
60	45	3.75
61  15  3.75
61  46  3.75
