11	15	50	50
15	11	50	50
36	15	50	50
15	36	50	50
16	15	50	50
15	16	50	50
45	15	50	50
15	45	50	50
34	45	50	50
45	34	50	50
34	4	50	50
4	34	50	50
4	12	50	50
12	4	50	50
12	47	50	50
47	12	50	50
6	47	50	50
47	6	50	50
31	6	50	50
6	31	50	50
31	5	50	50
5	31	50	50
16	51	50	50
51	16	50	50
51	2	50	50
2	51	50	50
2	21	50	50
21	2	50	50
21	34	50	50
34	21	50	50
2	32	50	50
32	2	50	50
32	43	50	50
43	32	50	50
11	56	50	50
56	11	50	50
56	43	50	50
43	56	50	50
11	22	50	50
22	11	50	50
43	60	50	50
60	43	50	50
60	33	50	50
33	60	50	50
33	54	50	50
54	33	50	50
54	1	50	50
1	54	50	50
3	1	50	50
1	3	50	50
3	35	50	50
35	3	50	50
35	7	50	50
7	35	50	50
7	52	50	50
52	7	50	50
52	22	50	50
22	52	50	50
1	23	50	50
23	1	50	50
23	52	50	50
52	23	50	50
60	59	50	50
59	60	50	50
23	25	50	50
25	23	50	50
24	25	50	50
25	24	50	50
55	24	50	50
24	55	50	50
59	55	50	50
55	59	50	50
6	44	50	50
44	6	50	50
44	10	50	50
10	44	50	50
10	18	50	50
18	10	50	50
10	37	50	50
37	10	50	50
18	14	50	50
14	18	50	50
55	14	50	50
14	55	50	50
59	9	50	50
9	59	50	50
37	9	50	50
9	37	50	50
31	39	50	50
39	31	50	50
14	27	50	50
27	14	50	50
22	48	50	50
48	22	50	50
38	48	50	50
48	38	50	50
38	13	50	50
13	38	50	50
13	53	50	50
53	13	50	50
13	17	50	50
17	13	50	50
17	28	50	50
28	17	50	50
28	8	50	50
8	28	50	50
8	26	50	50
26	8	50	50
53	26	50	50
26	53	50	50
26	49	50	50
49	26	50	50
49	61	50	50
61	49	50	50
17	61	50	50
61	17	50	50
17	39	50	50
39	17	50	50
39	41	50	50
41	39	50	50
41	42	50	50
42	41	50	50
39	20	50	50
20	39	50	50
27	20	50	50
20	27	50	50
50	27	50	50
27	50	50	50
50	29	50	50
29	50	50	50
19	29	50	50
29	19	50	50
29	46	50	50
46	29	50	50
46	58	50	50
58	46	50	50
58	9	50	50
9	58	50	50
9	40	50	50
40	9	50	50
40	19	50	50
19	40	50	50
5	19	50	50
19	5	50	50
40	57	50	50
57	40	50	50
30	57	50	50
57	30	50	50
