59	20	768	768
26	27	1920	1920
45	66	56	56
55	21	56	56
97	56	56	56
28	35	1920	1920
77	66	56	56
47	25	768	768
68	27	56	56
102	29	768	768
25	36	1920	1920
53	31	56	56
71	25	56	56
52	21	768	768
4	10	1920	1920
16	31	1920	1920
97	32	56	56
27	29	1920	1920
106	52	56	56
16	32	1920	1920
100	36	768	768
24	33	1920	1920
70	36	768	768
27	31	1920	1920
54	21	56	56
26	34	1920	1920
21	24	1920	1920
46	30	56	56
78	34	56	56
20	34	1920	1920
64	79	56	56
44	26	768	768
16	25	1920	1920
100	26	768	768
48	83	56	56
65	27	768	768
22	36	1920	1920
60	36	768	768
24	26	1920	1920
53	29	56	56
12	30	1920	1920
23	28	1920	1920
87	83	56	56
14	30	1920	1920
16	20	1920	1920
22	32	1920	1920
26	30	1920	1920
30	33	1920	1920
8	14	768	768
17	35	1920	1920
64	102	56	56
83	35	768	768
24	31	1920	1920
83	27	768	768
99	58	56	56
27	35	1920	1920
55	52	56	56
18	36	1920	1920
21	23	1920	1920
98	24	56	56
87	35	56	56
67	22	56	56
84	20	768	768
94	26	56	56
48	33	56	56
30	36	1920	1920
12	16	1920	1920
74	29	56	56
2	32	1920	1920
34	35	1920	1920
41	31	56	56
40	78	56	56
22	28	1920	1920
104	25	56	56
4	35	1920	1920
87	52	56	56
12	25	1920	1920
14	23	1920	1920
92	36	768	768
60	26	768	768
83	33	768	768
53	76	56	56
80	24	768	768
14	36	1920	1920
44	20	768	768
45	36	56	56
1	15	768	768
20	27	1920	1920
17	22	1920	1920
32	36	1920	1920
23	26	1920	1920
66	98	56	56
97	29	56	56
13	27	1920	1920
46	33	56	56
21	25	1920	1920
20	29	1920	1920
24	27	1920	1920
27	34	1920	1920
20	31	1920	1920
42	79	56	56
26	29	1920	1920
20	25	1920	1920
13	18	1920	1920
17	28	1920	1920
20	36	1920	1920
28	33	1920	1920
4	33	1920	1920
5	9	1920	1920
67	101	56	56
20	21	1920	1920
77	89	56	56
76	32	768	768
4	17	1920	1920
17	32	1920	1920
13	35	1920	1920
91	20	768	768
46	21	56	56
17	20	1920	1920
75	31	56	56
14	24	1920	1920
54	30	56	56
16	24	1920	1920
76	58	768	768
27	33	1920	1920
21	27	1920	1920
103	33	56	56
13	14	1920	1920
23	24	1920	1920
26	31	1920	1920
25	34	1920	1920
21	26	1920	1920
46	27	56	56
24	32	1920	1920
64	31	56	56
20	30	1920	1920
33	35	1920	1920
78	23	56	56
16	22	1920	1920
25	29	1920	1920
14	22	1920	1920
41	32	56	56
84	36	768	768
43	24	768	768
57	36	56	56
96	89	768	768
12	29	1920	1920
28	30	1920	1920
38	26	56	56
17	33	1920	1920
83	23	768	768
14	31	1920	1920
31	33	1920	1920
73	40	56	56
12	22	1920	1920
95	31	56	56
72	20	56	56
17	23	1920	1920
96	36	768	768
9	25	1920	1920
74	32	56	56
42	31	56	56
45	24	56	56
66	36	768	768
4	24	1920	1920
23	32	1920	1920
13	34	1920	1920
86	21	768	768
74	76	56	56
65	21	56	56
67	25	56	56
18	34	1920	1920
50	33	56	56
45	26	56	56
17	18	1920	1920
38	20	56	56
87	27	56	56
18	35	1920	1920
12	33	1920	1920
76	30	768	768
25	33	1920	1920
21	35	1920	1920
25	31	1920	1920
78	33	56	56
9	28	1920	1920
21	28	1920	1920
66	31	768	768
61	22	56	56
16	33	1920	1920
98	21	56	56
17	25	1920	1920
29	33	1920	1920
24	28	1920	1920
17	29	1920	1920
20	32	1920	1920
22	25	1920	1920
28	34	1920	1920
43	22	768	768
28	36	1920	1920
17	26	1920	1920
18	27	1920	1920
85	20	768	768
22	27	1920	1920
1	18	768	768
14	21	1920	1920
14	34	1920	1920
13	36	1920	1920
89	25	768	768
24	25	1920	1920
71	47	56	56
12	21	1920	1920
58	32	768	768
25	27	1920	1920
67	28	56	56
102	32	768	768
18	22	1920	1920
57	66	56	56
12	28	1920	1920
26	33	1920	1920
81	24	768	768
53	30	56	56
27	36	1920	1920
38	89	56	56
98	22	56	56
5	16	1920	1920
104	22	56	56
23	36	1920	1920
82	26	56	56
17	27	1920	1920
47	28	768	768
13	25	1920	1920
2	21	1920	1920
31	34	1920	1920
85	36	768	768
51	52	56	56
9	31	1920	1920
48	27	56	56
63	76	768	768
27	30	1920	1920
79	30	768	768
72	31	56	56
16	21	1920	1920
37	36	768	768
25	28	1920	1920
13	31	1920	1920
104	47	56	56
17	30	1920	1920
31	36	1920	1920
25	35	1920	1920
71	28	56	56
95	29	56	56
102	30	768	768
17	36	1920	1920
50	40	56	56
86	24	768	768
103	21	56	56
82	36	56	56
20	26	1920	1920
13	33	1920	1920
12	31	1920	1920
21	33	1920	1920
18	31	1920	1920
18	33	1920	1920
24	35	1920	1920
75	29	56	56
40	33	768	768
14	32	1920	1920
22	35	1920	1920
5	29	1920	1920
29	30	1920	1920
29	34	1920	1920
55	22	56	56
69	34	56	56
47	22	768	768
6	13	768	768
12	23	1920	1920
106	27	56	56
50	34	56	56
73	34	56	56
56	29	768	768
80	21	768	768
23	30	1920	1920
12	20	1920	1920
17	24	1920	1920
101	25	768	768
98	26	56	56
13	26	1920	1920
14	26	1920	1920
20	24	1920	1920
13	22	1920	1920
66	24	768	768
22	30	1920	1920
92	31	768	768
14	19	768	768
5	35	1920	1920
103	30	56	56
94	47	56	56
16	23	1920	1920
75	20	56	56
20	28	1920	1920
81	21	768	768
29	32	1920	1920
15	19	768	768
71	22	56	56
95	20	56	56
66	22	768	768
57	20	56	56
67	47	56	56
68	21	56	56
23	33	1920	1920
105	56	56	56
8	13	768	768
20	23	1920	1920
27	28	1920	1920
77	22	56	56
51	35	56	56
59	36	768	768
72	24	56	56
82	89	56	56
94	22	56	56
